code_module,code_presentation,id_student,final_result,total_clicks,active_days,unique_resources,num_forum,num_quiz,avg_score,num_assess_attempted,total_weight,module_presentation_length,num_of_prev_attempts,studied_credits,highest_education,age_band,imd_band,disability,gender,region
BBB,2014B,319606,Fail,191.0,15.0,26.0,0.0,31.0,76.0,11.0,100.0,234,3,60,A Level or Equivalent,0-35,30-40%,N,F,Ireland
BBB,2014B,320363,Fail,150.0,8.0,23.0,0.0,30.0,60.63636363636363,11.0,100.0,234,0,60,Lower Than A Level,35-55,20-30%,N,F,South Region
BBB,2014B,320661,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,180,A Level or Equivalent,0-35,20-30%,N,F,North Region
BBB,2014B,321121,Pass,339.0,34.0,40.0,0.0,37.0,83.9090909090909,11.0,100.0,234,1,120,Lower Than A Level,0-35,40-50%,N,F,West Midlands Region
BBB,2014B,321142,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,1,60,Lower Than A Level,0-35,30-40%,N,F,South West Region
BBB,2014B,321346,Pass,596.0,37.0,46.0,0.0,41.0,84.0,11.0,100.0,234,0,120,A Level or Equivalent,0-35,0-10%,Y,F,North Western Region
BBB,2014B,322325,Fail,211.0,32.0,21.0,0.0,6.0,60.6,5.0,60.0,234,0,60,Lower Than A Level,0-35,70-80%,N,M,South Region
BBB,2014B,322509,Pass,950.0,108.0,34.0,0.0,34.0,74.63636363636364,11.0,100.0,234,0,60,A Level or Equivalent,0-35,40-50%,N,F,South Region
BBB,2014B,324907,Pass,587.0,52.0,37.0,0.0,33.0,78.9090909090909,11.0,100.0,234,0,60,Lower Than A Level,35-55,0-10%,N,F,Wales
BBB,2014B,325080,Pass,1468.0,95.0,62.0,0.0,31.0,80.9090909090909,11.0,100.0,234,0,120,A Level or Equivalent,0-35,90-100%,N,F,East Midlands Region
BBB,2014B,325308,Distinction,121.0,11.0,29.0,0.0,0.0,82.5,6.0,95.0,234,0,60,A Level or Equivalent,0-35,50-60%,N,F,East Anglian Region
BBB,2014B,327003,Distinction,1867.0,89.0,40.0,0.0,35.0,81.18181818181819,11.0,100.0,234,0,90,HE Qualification,0-35,80-90%,N,F,South Region
BBB,2014B,327641,Pass,141.0,16.0,16.0,0.0,32.0,65.9090909090909,11.0,100.0,234,0,60,Lower Than A Level,0-35,20-30%,N,F,East Anglian Region
BBB,2014B,331156,Pass,37.0,16.0,14.0,0.0,0.0,49.833333333333336,6.0,95.0,234,0,60,Lower Than A Level,35-55,0-10%,N,F,West Midlands Region
BBB,2014B,331494,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,1,120,Lower Than A Level,0-35,30-40%,N,F,West Midlands Region
BBB,2014B,334023,Pass,338.0,35.0,45.0,0.0,32.0,85.4,10.0,82.0,234,0,60,A Level or Equivalent,0-35,70-80%,N,F,South Region
BBB,2014B,334565,Distinction,3816.0,210.0,49.0,0.0,65.0,92.36363636363636,11.0,100.0,234,1,120,Post Graduate Qualification,35-55,80-90%,N,M,Wales
BBB,2014B,334981,Distinction,221.0,10.0,22.0,0.0,31.0,82.27272727272727,11.0,100.0,234,6,120,A Level or Equivalent,35-55,70-80%,N,F,South Region
BBB,2014B,336356,Pass,622.0,63.0,44.0,0.0,34.0,90.72727272727272,11.0,100.0,234,0,120,A Level or Equivalent,0-35,10-20,N,F,South West Region
BBB,2014B,338168,Fail,312.0,28.0,35.0,0.0,9.0,70.5,4.0,42.0,234,0,120,Lower Than A Level,35-55,70-80%,N,F,East Anglian Region
BBB,2014B,339381,Pass,560.0,56.0,59.0,0.0,34.0,90.72727272727272,11.0,100.0,234,0,60,A Level or Equivalent,0-35,0-10%,N,M,West Midlands Region
BBB,2014B,340831,Pass,435.0,69.0,46.0,0.0,14.0,87.18181818181819,11.0,100.0,234,1,60,A Level or Equivalent,35-55,30-40%,N,M,West Midlands Region
BBB,2014B,340962,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,A Level or Equivalent,0-35,40-50%,N,F,Ireland
BBB,2014B,341027,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,120,Lower Than A Level,0-35,10-20,N,M,East Midlands Region
BBB,2014B,342017,Fail,219.0,27.0,14.0,0.0,15.0,89.75,4.0,25.0,234,1,60,Lower Than A Level,0-35,0-10%,N,F,West Midlands Region
BBB,2014B,347864,Withdrawn,201.0,33.0,13.0,0.0,14.0,77.0,5.0,43.0,234,1,60,A Level or Equivalent,35-55,30-40%,N,M,West Midlands Region
BBB,2014B,348771,Fail,182.0,15.0,56.0,0.0,31.0,70.22222222222223,9.0,64.0,234,0,120,Lower Than A Level,0-35,50-60%,N,F,South West Region
BBB,2014B,349258,Fail,32.0,3.0,6.0,0.0,0.0,72.0,1.0,5.0,234,0,60,Lower Than A Level,0-35,20-30%,N,F,Wales
BBB,2014B,349401,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,180,A Level or Equivalent,0-35,20-30%,Y,F,South East Region
BBB,2014B,351767,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,1,60,HE Qualification,35-55,20-30%,N,F,South East Region
BBB,2014B,352009,Fail,16.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,234,0,60,HE Qualification,35-55,0-10%,N,M,West Midlands Region
BBB,2014B,352953,Withdrawn,27.0,8.0,8.0,0.0,2.0,77.0,1.0,5.0,234,2,120,HE Qualification,0-35,50-60%,N,F,Scotland
BBB,2014B,354121,Withdrawn,18.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,234,0,120,Lower Than A Level,0-35,20-30%,N,F,West Midlands Region
BBB,2014B,354560,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,1,120,Lower Than A Level,0-35,10-20,N,F,West Midlands Region
BBB,2014B,354984,Pass,1056.0,64.0,45.0,0.0,31.0,77.72727272727273,11.0,100.0,234,0,90,A Level or Equivalent,0-35,50-60%,N,F,South West Region
BBB,2014B,355147,Pass,638.0,86.0,45.0,0.0,31.0,84.63636363636364,11.0,100.0,234,1,120,A Level or Equivalent,35-55,70-80%,N,F,South East Region
BBB,2014B,355369,Fail,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,234,2,60,A Level or Equivalent,35-55,80-90%,N,F,Yorkshire Region
BBB,2014B,355643,Pass,294.0,27.0,25.0,0.0,33.0,73.0,11.0,100.0,234,0,60,A Level or Equivalent,0-35,60-70%,N,F,Ireland
BBB,2014B,356386,Fail,304.0,23.0,28.0,0.0,23.0,68.4,5.0,26.0,234,1,60,Lower Than A Level,0-35,20-30%,Y,F,South West Region
BBB,2014B,358054,Withdrawn,325.0,22.0,21.0,0.0,9.0,89.66666666666667,3.0,24.0,234,0,60,HE Qualification,35-55,70-80%,N,F,Scotland
BBB,2014B,358956,Pass,804.0,96.0,59.0,0.0,34.0,73.54545454545455,11.0,100.0,234,1,120,Lower Than A Level,0-35,30-40%,N,F,East Anglian Region
BBB,2014B,359438,Distinction,177.0,19.0,15.0,0.0,30.0,84.72727272727273,11.0,100.0,234,2,60,A Level or Equivalent,0-35,20-30%,N,F,Wales
BBB,2014B,360190,Fail,54.0,8.0,9.0,0.0,13.0,48.2,5.0,43.0,234,1,180,Lower Than A Level,0-35,50-60%,N,F,South West Region
BBB,2014B,363110,Pass,214.0,26.0,37.0,0.0,36.0,68.2,10.0,82.0,234,1,180,A Level or Equivalent,0-35,20-30%,N,F,South East Region
BBB,2014B,363396,Distinction,553.0,75.0,45.0,0.0,41.0,86.1,10.0,82.0,234,0,60,A Level or Equivalent,0-35,30-40%,N,F,South West Region
BBB,2014B,364712,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,1,120,No Formal quals,0-35,10-20,N,F,London Region
BBB,2014B,365111,Withdrawn,334.0,24.0,26.0,0.0,12.0,75.8,5.0,43.0,234,1,75,HE Qualification,0-35,30-40%,Y,F,Scotland
BBB,2014B,365488,Fail,14.0,4.0,6.0,0.0,0.0,56.0,1.0,5.0,234,2,60,A Level or Equivalent,0-35,60-70%,N,F,Wales
BBB,2014B,366936,Withdrawn,737.0,22.0,24.0,0.0,22.0,82.2,5.0,43.0,234,1,120,A Level or Equivalent,0-35,10-20,N,F,South East Region
BBB,2014B,367535,Pass,560.0,81.0,41.0,0.0,33.0,67.9090909090909,11.0,100.0,234,0,60,Lower Than A Level,0-35,40-50%,N,F,South West Region
BBB,2014B,369715,Pass,842.0,52.0,39.0,0.0,22.0,76.77777777777777,9.0,98.0,234,1,120,Lower Than A Level,0-35,0-10%,Y,F,West Midlands Region
BBB,2014B,370008,Fail,858.0,54.0,20.0,0.0,42.0,90.75,8.0,46.0,234,2,120,A Level or Equivalent,0-35,30-40%,N,F,Scotland
BBB,2014B,372997,Distinction,928.0,57.0,46.0,0.0,43.0,93.33333333333331,9.0,81.0,234,0,120,HE Qualification,35-55,80-90%,N,F,Wales
BBB,2014B,374515,Withdrawn,111.0,13.0,12.0,0.0,6.0,51.0,3.0,24.0,234,0,60,Lower Than A Level,35-55,40-50%,Y,F,East Anglian Region
BBB,2014B,374747,Pass,298.0,23.0,20.0,0.0,31.0,56.90909090909091,11.0,100.0,234,0,60,Lower Than A Level,35-55,50-60%,N,M,London Region
BBB,2014B,375711,Fail,25.0,5.0,7.0,0.0,0.0,74.0,1.0,5.0,234,0,60,A Level or Equivalent,0-35,40-50%,N,F,Wales
BBB,2014B,375717,Pass,872.0,81.0,57.0,0.0,34.0,93.28571428571428,7.0,62.0,234,0,120,A Level or Equivalent,0-35,90-100%,N,F,South East Region
BBB,2014B,376868,Fail,21.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,234,4,180,Lower Than A Level,0-35,10-20,N,F,East Midlands Region
BBB,2014B,377469,Pass,290.0,37.0,25.0,0.0,32.0,82.18181818181819,11.0,100.0,234,0,60,Lower Than A Level,0-35,20-30%,N,F,South East Region
BBB,2014B,377929,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,Lower Than A Level,0-35,0-10%,N,F,West Midlands Region
BBB,2014B,379785,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,HE Qualification,35-55,90-100%,N,F,South Region
BBB,2014B,380184,Pass,395.0,24.0,43.0,0.0,21.0,57.77777777777778,9.0,98.0,234,0,210,A Level or Equivalent,0-35,10-20,N,F,Yorkshire Region
BBB,2014B,380204,Pass,1140.0,70.0,110.0,0.0,44.0,85.63636363636364,11.0,100.0,234,0,60,A Level or Equivalent,0-35,40-50%,N,F,West Midlands Region
BBB,2014B,381525,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,Lower Than A Level,0-35,60-70%,Y,F,East Anglian Region
BBB,2014B,381533,Pass,1798.0,101.0,45.0,0.0,33.0,73.54545454545455,11.0,100.0,234,0,60,Lower Than A Level,0-35,80-90%,N,F,South West Region
BBB,2014B,381544,Pass,618.0,31.0,78.0,0.0,39.0,76.0,11.0,100.0,234,0,60,HE Qualification,35-55,90-100%,N,F,East Anglian Region
BBB,2014B,381909,Distinction,1756.0,78.0,60.0,0.0,34.0,89.63636363636364,11.0,100.0,234,0,120,A Level or Equivalent,35-55,60-70%,N,F,Yorkshire Region
BBB,2014B,381917,Distinction,2522.0,179.0,57.0,0.0,51.0,83.9090909090909,11.0,100.0,234,0,60,A Level or Equivalent,0-35,10-20,N,F,East Anglian Region
BBB,2014B,382877,Withdrawn,42.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,234,0,60,Lower Than A Level,0-35,10-20,N,F,North Region
BBB,2014B,383241,Pass,1882.0,99.0,163.0,0.0,32.0,77.54545454545455,11.0,100.0,234,0,75,HE Qualification,0-35,60-70%,N,F,Scotland
BBB,2014B,383967,Pass,269.0,25.0,39.0,0.0,35.0,72.0909090909091,11.0,100.0,234,0,90,A Level or Equivalent,0-35,50-60%,N,F,East Anglian Region
BBB,2014B,384099,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,1,150,Lower Than A Level,35-55,40-50%,N,F,East Anglian Region
BBB,2014B,384636,Fail,434.0,43.0,38.0,0.0,25.0,83.6,5.0,26.0,234,0,120,Lower Than A Level,0-35,20-30%,N,F,Wales
BBB,2014B,384884,Pass,1192.0,83.0,52.0,0.0,51.0,81.7,10.0,82.0,234,0,120,Lower Than A Level,0-35,60-70%,Y,F,South Region
BBB,2014B,386374,Fail,18.0,4.0,2.0,0.0,0.0,90.0,1.0,5.0,234,2,60,Lower Than A Level,0-35,10-20,N,F,South Region
BBB,2014B,387276,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,3,120,Lower Than A Level,35-55,50-60%,N,F,North Western Region
BBB,2014B,388041,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,2,120,A Level or Equivalent,0-35,60-70%,N,F,North Western Region
BBB,2014B,388168,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,2,60,A Level or Equivalent,0-35,10-20,N,F,West Midlands Region
BBB,2014B,389249,Pass,411.0,48.0,27.0,0.0,34.0,80.7,10.0,82.0,234,0,60,A Level or Equivalent,0-35,30-40%,N,F,Wales
BBB,2014B,391153,Pass,1077.0,58.0,69.0,0.0,33.0,81.54545454545455,11.0,100.0,234,0,120,A Level or Equivalent,0-35,20-30%,N,F,Ireland
BBB,2014B,391556,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,No Formal quals,35-55,0-10%,N,F,Wales
BBB,2014B,392604,Pass,1288.0,113.0,88.0,0.0,55.0,83.27272727272727,11.0,100.0,234,0,90,Lower Than A Level,35-55,80-90%,N,F,South Region
BBB,2014B,392733,Fail,116.0,14.0,9.0,0.0,0.0,53.0,1.0,5.0,234,0,120,HE Qualification,35-55,0-10%,N,F,London Region
BBB,2014B,393131,Fail,111.0,11.0,19.0,0.0,13.0,86.75,4.0,25.0,234,0,60,Lower Than A Level,0-35,40-50%,N,F,Scotland
BBB,2014B,394010,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,180,Lower Than A Level,0-35,60-70%,N,M,South West Region
BBB,2014B,394067,Distinction,304.0,56.0,32.0,0.0,38.0,90.0,11.0,100.0,234,0,90,Lower Than A Level,0-35,70-80%,N,F,West Midlands Region
BBB,2014B,394331,Pass,839.0,82.0,63.0,0.0,34.0,86.2,10.0,100.0,234,0,60,Lower Than A Level,0-35,10-20,N,F,East Midlands Region
BBB,2014B,394480,Fail,42.0,3.0,14.0,0.0,0.0,73.0,1.0,5.0,234,0,60,Lower Than A Level,0-35,60-70%,N,F,South Region
BBB,2014B,394520,Pass,395.0,38.0,40.0,0.0,34.0,64.81818181818181,11.0,100.0,234,0,120,Lower Than A Level,0-35,80-90%,N,F,North Region
BBB,2014B,395374,Pass,507.0,97.0,37.0,0.0,35.0,81.0,10.0,82.0,234,0,120,HE Qualification,0-35,30-40%,N,F,London Region
BBB,2014B,396456,Distinction,696.0,77.0,41.0,0.0,24.0,82.9,10.0,99.0,234,0,60,HE Qualification,0-35,40-50%,N,F,Wales
BBB,2014B,396799,Distinction,919.0,93.0,75.0,0.0,36.0,80.9090909090909,11.0,100.0,234,0,120,A Level or Equivalent,0-35,20-30%,N,F,South East Region
BBB,2014B,397312,Fail,847.0,53.0,42.0,0.0,27.0,70.22222222222223,9.0,81.0,234,0,60,A Level or Equivalent,0-35,10-20,N,F,Yorkshire Region
BBB,2014B,397747,Pass,1551.0,85.0,50.0,0.0,54.0,79.3,10.0,82.0,234,2,60,Lower Than A Level,0-35,50-60%,N,F,South Region
BBB,2014B,397829,Pass,548.0,50.0,31.0,0.0,35.0,77.0,10.0,82.0,234,0,60,A Level or Equivalent,0-35,20-30%,N,M,Wales
BBB,2014B,400729,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,HE Qualification,35-55,90-100%,N,F,East Anglian Region
BBB,2014B,401441,Fail,292.0,14.0,19.0,0.0,7.0,84.33333333333333,3.0,24.0,234,1,60,Lower Than A Level,35-55,70-80%,N,F,South Region
BBB,2014B,405268,Distinction,199.0,33.0,33.0,0.0,27.0,85.7,10.0,99.0,234,0,120,A Level or Equivalent,0-35,40-50%,N,F,North Western Region
BBB,2014B,406600,Pass,313.0,30.0,22.0,0.0,31.0,80.8,10.0,82.0,234,0,60,A Level or Equivalent,35-55,80-90%,N,F,Wales
BBB,2014B,406974,Fail,200.0,30.0,31.0,0.0,1.0,91.375,8.0,63.0,234,2,240,A Level or Equivalent,0-35,10-20,N,M,West Midlands Region
BBB,2014B,407545,Withdrawn,172.0,24.0,26.0,0.0,34.0,79.0,5.0,9.0,234,0,75,A Level or Equivalent,0-35,20-30%,N,F,South East Region
BBB,2014B,408469,Withdrawn,229.0,16.0,19.0,0.0,2.0,74.0,1.0,5.0,234,1,210,A Level or Equivalent,35-55,50-60%,N,F,West Midlands Region
BBB,2014B,408581,Distinction,762.0,52.0,89.0,0.0,33.0,84.6,10.0,99.0,234,1,180,A Level or Equivalent,0-35,80-90%,N,F,East Anglian Region
BBB,2014B,411895,Fail,24.0,4.0,6.0,0.0,7.0,65.33333333333333,3.0,24.0,234,3,120,Lower Than A Level,0-35,0-10%,N,F,East Anglian Region
BBB,2014B,412156,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,A Level or Equivalent,0-35,10-20,N,M,West Midlands Region
BBB,2014B,415298,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,1,120,Lower Than A Level,0-35,50-60%,N,F,South East Region
BBB,2014B,417263,Pass,868.0,79.0,39.0,0.0,35.0,84.1,10.0,82.0,234,0,60,A Level or Equivalent,35-55,50-60%,N,F,East Anglian Region
BBB,2014B,417684,Distinction,806.0,76.0,69.0,0.0,35.0,90.0,11.0,100.0,234,2,60,A Level or Equivalent,0-35,20-30%,N,F,South East Region
BBB,2014B,420641,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,Lower Than A Level,0-35,10-20,N,F,South Region
BBB,2014B,420663,Pass,251.0,33.0,29.0,0.0,38.0,72.63636363636364,11.0,100.0,234,1,60,Lower Than A Level,0-35,80-90%,N,F,South East Region
BBB,2014B,421326,Fail,83.0,9.0,9.0,0.0,18.0,63.11111111111112,9.0,98.0,234,0,120,Lower Than A Level,0-35,10-20,N,F,Wales
BBB,2014B,421992,Fail,719.0,30.0,26.0,0.0,23.0,86.66666666666667,6.0,44.0,234,2,60,Lower Than A Level,0-35,0-10%,N,F,East Anglian Region
BBB,2014B,423652,Distinction,307.0,43.0,23.0,0.0,31.0,87.6,10.0,82.0,234,0,120,Lower Than A Level,0-35,70-80%,Y,F,East Anglian Region
BBB,2014B,424014,Pass,1084.0,73.0,45.0,0.0,31.0,88.72727272727273,11.0,100.0,234,2,120,Lower Than A Level,35-55,80-90%,N,F,Scotland
BBB,2014B,424659,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,HE Qualification,35-55,90-100%,N,F,South Region
BBB,2014B,424863,Fail,64.0,6.0,18.0,0.0,1.0,60.0,1.0,5.0,234,4,120,Lower Than A Level,0-35,60-70%,N,F,Ireland
BBB,2014B,429099,Distinction,705.0,61.0,61.0,0.0,38.0,89.72727272727273,11.0,100.0,234,2,90,A Level or Equivalent,0-35,40-50%,N,F,Yorkshire Region
BBB,2014B,429417,Pass,745.0,95.0,79.0,0.0,33.0,85.27272727272727,11.0,100.0,234,0,60,Lower Than A Level,35-55,30-40%,N,M,Scotland
BBB,2014B,429777,Withdrawn,38.0,7.0,9.0,0.0,8.0,69.0,2.0,6.0,234,0,120,Lower Than A Level,0-35,50-60%,Y,F,South West Region
BBB,2014B,430002,Fail,50.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,234,0,60,Lower Than A Level,0-35,20-30%,N,M,South Region
BBB,2014B,432480,Pass,151.0,24.0,13.0,0.0,34.0,57.81818181818182,11.0,100.0,234,0,60,A Level or Equivalent,35-55,0-10%,N,M,North Western Region
BBB,2014B,435057,Fail,78.0,4.0,37.0,0.0,1.0,0.0,0.0,0.0,234,0,120,Lower Than A Level,0-35,0-10%,N,F,West Midlands Region
BBB,2014B,435282,Fail,710.0,66.0,38.0,0.0,12.0,65.4,5.0,43.0,234,2,60,A Level or Equivalent,35-55,70-80%,Y,F,South West Region
BBB,2014B,437171,Pass,1079.0,58.0,47.0,0.0,34.0,82.54545454545455,11.0,100.0,234,0,60,A Level or Equivalent,35-55,0-10%,N,F,East Midlands Region
BBB,2014B,437565,Pass,1239.0,101.0,49.0,0.0,36.0,85.0909090909091,11.0,100.0,234,0,60,Lower Than A Level,35-55,40-50%,N,F,East Anglian Region
BBB,2014B,438775,Withdrawn,24.0,7.0,12.0,0.0,2.0,57.0,1.0,5.0,234,1,60,A Level or Equivalent,0-35,10-20,N,F,West Midlands Region
BBB,2014B,439109,Fail,237.0,23.0,24.0,0.0,42.0,63.5,8.0,63.0,234,1,60,Lower Than A Level,0-35,0-10%,N,F,West Midlands Region
BBB,2014B,439710,Distinction,631.0,94.0,72.0,0.0,49.0,90.36363636363636,11.0,100.0,234,0,120,A Level or Equivalent,0-35,70-80%,N,F,South East Region
BBB,2014B,439925,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0,60,Lower Than A Level,0-35,40-50%,N,F,London Region
BBB,2014B,440075,Withdrawn,11.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,234,1,90,A Level or Equivalent,0-35,40-50%,N,F,East Midlands Region
BBB,2014B,440664,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,2,60,Lower Than A Level,0-35,0-10%,N,F,Scotland
BBB,2014B,442497,Fail,187.0,15.0,26.0,0.0,14.0,72.66666666666667,3.0,24.0,234,0,90,Lower Than A Level,35-55,0-10%,N,F,London Region
BBB,2014B,444221,Withdrawn,877.0,43.0,32.0,0.0,14.0,82.75,4.0,25.0,234,0,60,A Level or Equivalent,0-35,40-50%,N,F,Scotland
BBB,2014B,444561,Pass,1355.0,154.0,48.0,0.0,29.0,88.5,8.0,63.0,234,1,60,Lower Than A Level,0-35,60-70%,N,F,Wales
BBB,2014B,444858,Fail,646.0,33.0,45.0,0.0,31.0,69.55555555555556,9.0,81.0,234,1,120,A Level or Equivalent,35-55,0-10%,N,F,London Region
BBB,2014B,444872,Pass,486.0,47.0,32.0,0.0,30.0,86.1,10.0,82.0,234,0,60,Lower Than A Level,35-55,40-50%,N,F,South East Region
BBB,2014B,445136,Withdrawn,75.0,6.0,15.0,0.0,6.0,89.5,2.0,6.0,234,0,60,HE Qualification,35-55,70-80%,N,F,South East Region
BBB,2014B,445415,Pass,502.0,82.0,49.0,0.0,36.0,80.81818181818181,11.0,100.0,234,0,120,A Level or Equivalent,0-35,40-50%,N,F,West Midlands Region
BBB,2014B,445494,Pass,388.0,50.0,25.0,0.0,31.0,84.9090909090909,11.0,100.0,234,1,60,HE Qualification,0-35,10-20,N,M,South Region
BBB,2014B,446296,Fail,124.0,13.0,15.0,0.0,26.0,81.4,5.0,9.0,234,2,180,Lower Than A Level,0-35,20-30%,N,F,Wales
BBB,2014B,446650,Pass,818.0,95.0,86.0,0.0,35.0,71.72727272727273,11.0,100.0,234,0,120,A Level or Equivalent,0-35,10-20,N,M,London Region
BBB,2014B,446755,Distinction,816.0,64.0,39.0,0.0,33.0,92.9090909090909,11.0,100.0,234,0,60,HE Qualification,35-55,30-40%,N,F,South West Region
BBB,2014B,447184,Pass,749.0,51.0,49.0,0.0,31.0,87.8,10.0,82.0,234,0,60,Lower Than A Level,0-35,50-60%,N,F,South East Region
BBB,2014B,447265,Pass,162.0,15.0,30.0,0.0,24.0,76.25,8.0,63.0,234,0,180,No Formal quals,0-35,60-70%,N,F,London Region
BBB,2014B,447292,Fail,228.0,17.0,29.0,0.0,9.0,78.33333333333333,3.0,24.0,234,1,60,HE Qualification,35-55,60-70%,N,F,North Western Region
BBB,2014B,465369,Pass,210.0,14.0,25.0,0.0,32.0,75.27272727272727,11.0,100.0,234,0,120,A Level or Equivalent,0-35,70-80%,N,F,East Anglian Region
BBB,2014B,466248,Withdrawn,26.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,234,1,60,Lower Than A Level,0-35,20-30%,N,F,East Anglian Region
BBB,2014B,466377,Withdrawn,550.0,42.0,22.0,0.0,7.0,88.33333333333333,3.0,24.0,234,0,60,A Level or Equivalent,0-35,0-10%,N,F,London Region
BBB,2014B,466856,Distinction,200.0,52.0,19.0,0.0,29.0,81.4,10.0,99.0,234,0,180,A Level or Equivalent,0-35,20-30%,N,F,South West Region
BBB,2014B,467100,Fail,1400.0,98.0,55.0,0.0,58.0,80.44444444444444,9.0,64.0,234,0,120,Lower Than A Level,0-35,30-40%,N,F,South Region
BBB,2014B,467303,Pass,493.0,50.0,36.0,0.0,33.0,74.0909090909091,11.0,100.0,234,0,60,A Level or Equivalent,0-35,50-60%,N,F,South West Region
BBB,2014B,467580,Pass,858.0,72.0,67.0,0.0,34.0,78.27272727272727,11.0,100.0,234,0,120,A Level or Equivalent,0-35,30-40%,N,F,Scotland
BBB,2014B,468349,Fail,122.0,14.0,13.0,0.0,26.0,78.33333333333333,6.0,44.0,234,1,60,A Level or Equivalent,0-35,30-40%,N,F,East Anglian Region
BBB,2014B,468529,Withdrawn,119.0,24.0,16.0,0.0,28.0,86.42857142857143,7.0,45.0,234,0,120,Lower Than A Level,0-35,70-80%,N,F,South Region
BBB,2014B,469177,Pass,232.0,29.0,25.0,0.0,38.0,83.0909090909091,11.0,100.0,234,0,120,HE Qualification,0-35,80-90%,N,M,West Midlands Region
BBB,2014B,469664,Withdrawn,13.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,234,0,210,Lower Than A Level,0-35,40-50%,N,F,East Midlands Region
BBB,2014B,470113,Pass,487.0,42.0,47.0,0.0,47.0,75.9090909090909,11.0,100.0,234,0,60,A Level or Equivalent,0-35,0-10%,N,F,London Region
BBB,2014B,470331,Withdrawn,2406.0,100.0,82.0,0.0,50.0,83.1,10.0,82.0,234,0,60,A Level or Equivalent,35-55,0-10%,N,F,Wales
BBB,2014B,470693,Distinction,3262.0,158.0,69.0,0.0,48.0,92.1818181818182,11.0,100.0,234,0,60,HE Qualification,0-35,70-80%,N,F,Scotland
BBB,2014B,471157,Fail,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,234,0,120,Lower Than A Level,35-55,20-30%,N,M,South West Region
BBB,2014B,471925,Pass,713.0,80.0,65.0,0.0,55.0,79.72727272727273,11.0,100.0,234,0,60,Lower Than A Level,35-55,20-30%,N,M,Yorkshire Region
BBB,2014B,473095,Withdrawn,290.0,47.0,29.0,0.0,17.0,87.4,5.0,26.0,234,2,120,A Level or Equivalent,0-35,40-50%,N,F,East Midlands Region
BBB,2014B,473509,Fail,1275.0,42.0,26.0,0.0,2.0,77.0,1.0,5.0,234,2,300,Lower Than A Level,35-55,90-100%,N,M,West Midlands Region
BBB,2014B,474607,Fail,125.0,9.0,24.0,0.0,6.0,31.285714285714285,7.0,96.0,234,0,60,Lower Than A Level,0-35,20-30%,N,F,South West Region
BBB,2014B,475631,Withdrawn,18.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,234,0,60,A Level or Equivalent,35-55,90-100%,N,F,East Midlands Region
BBB,2014B,475981,Pass,90.0,15.0,14.0,0.0,15.0,78.875,8.0,97.0,234,0,120,Lower Than A Level,0-35,30-40%,N,F,South Region
